Last Name,Title,First Name,FALSE,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived,Role,Ticket,LifeBoat,Relationships,Child,BodyRecoverBoad
Davies,Mr.,Charles Henry,FALSE,male,19,2nd,S,England,14879,73.1,0,0,no,,,,,,
Davis,Miss.,Mary Ann Charlotte,FALSE,female,28,2nd,S,England,237668,13,0,0,yes,,,,Unmarried,,
Davis,Mr.,John,FALSE,male,29,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Davis,Mr.,Stephen James,FALSE,male,39,deck crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Davison,Mrs.,Mary Elizabeth,FALSE,female,34,3rd,S,England,386525,16.02,1,0,yes,3rd Class Passenger,"386525
£16 2s",10,Married,,
Davison,Mr.,Thomas Henry,FALSE,male,32,3rd,S,England,386525,16.02,1,0,no,,,,Married,,
Dawson,Mr.,Joseph,FALSE,male,23,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
De marsico,Sig.,Govanni,FALSE,male,20,restaurant staff,S,England,NA,NA,NA,NA,no,,,,,,
De messemaeker,Mrs.,Anna,FALSE,female,36,3rd,S,United States,345572,17.08,1,0,yes,3rd Class Passenger,"345572
£17 8s",13,Married,,
De messemaeker,Mr.,Guillaume Joseph,FALSE,male,36,3rd,S,United States,345572,17.08,1,0,yes,3rd Class Passenger,"345572
£17 8s",15,Married,,
De mulder,Mr.,Theodoor,FALSE,male,30,3rd,S,Belgium,345774,9.1,0,0,yes,,,,,,
De pelsmaeker,Mr.,Alfons,FALSE,male,16,3rd,S,Belgium,345778,9.1,0,0,no,,,,,,
Deacon,Mr.,Percy William,FALSE,male,18,2nd,S,England,14879,73.1,0,0,no,,,,Unmarried,,
Dean,Master.,Bertram Vere,FALSE,male,1,3rd,S,England,2315,20.1106,1,2,yes,,,10,,,
Dean,Miss.,Eliza Gladys Millvina,TRUE,female,,,,,,,,,,,,10,,,
Dean,Mr.,George Fox Hopkins,TRUE,male,,,,,,,,,,,,,Unmarried,,Cable Ship MacKay Bennett
Debreucq,Mr.,Maurice Emile Victor,FALSE,male,18,restaurant staff,S,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Decker,Mr.,Charles,TRUE,male,,,,,,,,,,,,,Married,,
Deeble,Mr.,Alfred Arnold,FALSE,male,35,victualling crew,B,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Del carlo,Mr.,Sebastiano,FALSE,male,29,2nd,C,Italy,2167,27.1405,1,0,no,,,,Married,,Cable Ship MacKay Bennett
Del carlo,Mrs.,Argene,FALSE,female,24,2nd,C,Italy,2167,27.1405,1,0,yes,,,,Married,,
Delalic,Mr.,Redjo (Redžo),FALSE,male,25,3rd,S,Bosnia,349250,7.1711,0,0,no,,,,Married,,
Denbuoy,Mr.,Albert Joseph,FALSE,male,25,2nd,S,Channel Islands,31029,31.1,0,0,no,,,,Unmarried,,
Denkoff,Mr.,Mitto,FALSE,male,30,3rd,S,NA,349225,7.1711,0,0,no,,,,,,
Dennis,Mr.,Samuel,FALSE,male,22,3rd,S,England,21172,7.05,0,0,no,,,,,,
Dennis,Mr.,William,FALSE,male,26,3rd,S,England,21175,7.05,0,0,no,,,,,,
Denver,Mr.,John,TRUE,male,,,,,,,,,,,,,Married,,
Derrett,Mr.,Arthur Henry,FALSE,male,29,victualling crew,B,England,NA,NA,NA,NA,no,,,,Unmarried,,
Deslandes,Mr.,Percival Stainer,FALSE,male,38,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Desvernine,Mr.,Louis Gabriel,FALSE,male,20,restaurant staff,S,England,NA,NA,NA,NA,no,,,,,,
Devaney,Miss.,Margaret Bedelia,TRUE,female,,,,,,,,,,,,,Unmarried,,
Diaper,Mr.,John Joseph,FALSE,male,27,engineering crew,S,England,NA,NA,NA,NA,yes,,,,Married,,
Dibden,Mr.,William,FALSE,male,18,2nd,S,England,14879,73.1,0,0,no,,,,,,
Dībū,Mr.,Ilyās,TRUE,male,,,,,,,,,,,,,Married,,
Dick,Mr.,Albert Adrian,FALSE,male,31,1st,S,Canada,17474,57,1,0,yes,1st Class Passenger,"17474
£57",3,Married,,
Dick,Mrs.,Vera,FALSE,female,20,1st,S,United States,17474,57,1,0,yes,1st Class Passenger,"17474
£57",3,Married,,
Dickson,Mr.,William,FALSE,male,37,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Dika,Mr.,Mirko,FALSE,male,17,3rd,S,Croatia (Modern),349232,7.1711,0,0,no,,,,Unmarried,,
Dilley,Mr.,John,FALSE,male,30,engineering crew,S,England,NA,NA,NA,NA,yes,,,,,,
Dillon,Mr.,Thomas Patrick,FALSE,male,34,engineering crew,S,England,NA,NA,NA,NA,yes,,,4,Unmarried,,
Dimic (Dimić),Mr.,Jovan,FALSE,male,42,3rd,S,Hungary,315088,8.1303,0,0,no,,,,Married,,
Dinenage,Mr.,James Richard,FALSE,male,49,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Dintcheff,Mr.,Valtcho,FALSE,male,43,3rd,S,NA,349226,7.1711,0,0,no,,,,,,
Dodd,Mr.,Edward Charles,FALSE,male,39,engineering crew,B,England,NA,NA,NA,NA,no,,,,Unmarried,,
Dodd,Mr.,George Charles,FALSE,male,44,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Dodds,Mr.,Henry Watson,FALSE,male,27,engineering crew,S,Guyana,NA,NA,NA,NA,no,,,,Engaged,,
Dodge,Master.,Washington,FALSE,male,4,1st,S,United States,33638,81.1702,0,2,yes,1st Class Passenger,"33638
£81 17s 2d",5,,,
Dodge,Mrs.,Ruth,FALSE,female,38,1st,S,United States,33638,81.1702,1,1,yes,1st Class Passenger,"33638
£81 17s 2d",5,Married,,
Doel,Mr.,Frederick,FALSE,male,22,engineering crew,S,England,NA,NA,NA,NA,yes,,,,Unmarried,,
Dolby,Mr.,Joseph,FALSE,male,39,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Doling,Miss.,Elsie,FALSE,female,18,2nd,S,England,231919,23,0,1,yes,,,,Unmarried,,
Doling,Mrs.,Ada Julia Elizabeth,FALSE,female,34,2nd,S,England,231919,23,0,1,yes,,,,Married,,
Donati,Mr.,Italo Francesco,TRUE,male,17,,,,,,,,,Restaurant Staff,,,Unmarried,,SS Minia.
Donoghue,Mr.,Florence Thomas,TRUE,male,,,,,,,,,,,,,Married,,
Donohoe,Miss.,Bridget,FALSE,female,21,3rd,Q,Ireland,364856,7.15,0,0,no,,,,Unmarried,,
Dooly (Dooley),Mr.,Patrick,FALSE,male,37,3rd,Q,Ireland,370376,7.15,0,0,no,,,,Unmarried,,
Dore,Mr.,Albert James,FALSE,male,23,engineering crew,S,England,NA,NA,NA,NA,yes,,,,Unmarried,,
Dorking(s),Mr.,Edward Arthur,FALSE,male,18,3rd,S,England,10482,8.01,0,0,yes,3rd Class Passenger,"10482
£8 1s",B*,Unmarried,,
Dornier,Mr.,Louis Auguste,FALSE,male,20,restaurant staff,S,England,NA,NA,NA,NA,no,,,,,,
Dougherty,Mr.,William John,FALSE,male,22,3rd,Q,Ireland,330877,8.0902,0,0,no,,,,,,
Doughty,Mr.,Walter Thomas,FALSE,male,22,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Douglas,Mrs.,Mahala,FALSE,female,48,1st,C,United States,17761,106.0806,1,0,yes,1st Class Passenger,"17761
£106 8s 6d",2,Married,,
Douglas,Mr.,Walter Donald,FALSE,male,50,1st,C,United States,17761,106.0806,1,0,no,,,,Married,,Cable Ship MacKay Bennett
Douton,Mr.,William Joseph,FALSE,male,55,2nd,S,England,28403,26,0,0,no,,,,Married,,
Dowdell,Miss.,Elizabeth,FALSE,female,31,3rd,S,United States,364516,12.0906,0,0,yes,3rd Class Passenger,"364516
£12 9s 6d",13,Unmarried,,
Doyle,Miss.,Elizabeth (Mary Eliza),FALSE,female,28,3rd,Q,Ireland,368702,7.15,0,0,no,,,,Unmarried,,
Doyle,Mr.,Laurence,FALSE,male,27,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Drazenovic (Draženović),Mr.,Jozef,FALSE,male,33,3rd,C,Croatia (Modern),349241,7.1711,0,0,no,,,,Married,,Cable Ship MacKay Bennett
Drew,Master.,Marshall Brines,FALSE,male,8,2nd,S,United States,28220,32.1,0,2,yes,,,,,,
Drew,Mr.,James Vivian,FALSE,male,42,2nd,S,England,28220,32.1,1,1,no,,,,Married,,
Driscoll,Miss.,Bridget,FALSE,female,27,3rd,Q,Ireland,14311,7.15,0,0,yes,,,,Unmarried,,
Dropkin,Miss.,Jennie,FALSE,female,24,3rd,S,England,392083,8.01,0,0,yes,,,,Unmarried,,
Duff gordon,Lucy.,Christiana,FALSE,female,48,1st,C,England,17485,56.1807,1,0,yes,1st Class Passenger,"17485
£56 18s 7d",1,,,
Duffy,Mr.,William Luke,FALSE,male,36,engineering crew,B,Ireland,NA,NA,NA,NA,no,,,,Married,,
Dulles,Mr.,William Crothers,FALSE,male,39,1st,C,United States,17580,29.14,0,0,no,,,,Unmarried,,Cable Ship MacKay Bennett
Dumigan,Mr.,Charles,TRUE,male,,,,,,,,,,,,,Married,,
Dunford,Mr.,William,FALSE,male,48,victualling crew,S,England,NA,NA,NA,NA,no,,,,,,Cable Ship MacKay Bennett
Duquemin,Mr.,Joseph Pierre,TRUE,male,24,3rd,S,Channel Islands,752,7.11,0,0,yes,3rd Class Passenger,"SO/PP 752
£7 11s",D,,,
Durán i moné,Miss.,Asuncion,TRUE,female,27,,,,,,,,,2nd Class Passenger,"2149
£13 17s 2d",12,Unmarried,,
Durán i moné,Miss.,Florentina,TRUE,female,30,,,,,,,,,2nd Class Passenger,"2148
£13 17s 2d",12,Unmarried,,
Durnil,Mr.,James,FALSE,male,38,engineering crew,S,England,NA,NA,NA,NA,no,,,,,,
Dwan,Mr.,Frank,FALSE,male,65,3rd,Q,Ireland,336439,7.15,0,0,no,,,,Married,,
Dyer,Mr.,Henry Ryland,FALSE,male,24,engineering crew,B,India,NA,NA,NA,NA,no,,,,Unmarried,,
Dyer,Mr.,William Henry,FALSE,male,33,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Dyer edwardes,Mr.,Thomas,TRUE,male,,,,,,,,,,,,,Married,,
Dyer edwardes,Mrs.,Clementina Georgina Lucy Drummond,TRUE,female,,,,,,,,,,,,,Married,,
Dyker,Mr.,Adolf Fredrik,FALSE,male,23,3rd,S,United States,347072,13.18,1,0,no,,,,Married,,
Dymond,Mr.,Frank,FALSE,male,36,engineering crew,S,England,NA,NA,NA,NA,yes,Engineering Crew,,15,Married,,
Eagle,Mr.,Alfred James Jacob,TRUE,male,,,,,,,,,,,,,Unmarried,,
Earnshaw,Mrs.,Olive,FALSE,female,23,1st,C,United States,11767,83.0302,0,1,yes,1st Class Passenger,"11767
£83 3s 2d",7,,,
Eastman,Mr.,Charles,FALSE,male,44,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Edbrooke,Mr.,Francis Samuel Jacob,FALSE,male,23,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Ede,Mr.,George Bulkeley,FALSE,male,23,victualling crew,S,England,NA,NA,NA,NA,no,,,,,,
Edge,Mr.,Frederick William,FALSE,male,39,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Edvardsson,Mr.,Gustaf Hjalmar,FALSE,male,18,3rd,S,Sweden,349912,7.1506,0,0,no,,,,,,
Edwards,Mr.,Charles Essex,FALSE,male,39,victualling crew,S,Wales,NA,NA,NA,NA,no,,,,Married,,
Egg,Mr.,William Henry,FALSE,male,48,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Eitemiller,Mr.,George Floyd,FALSE,male,25,2nd,S,United States,29751,13,0,0,no,,,,,,
Eklund,Mr.,Hans Linus,FALSE,male,16,3rd,S,Sweden,347074,7.1506,0,0,no,,,,Unmarried,,
Ekström,Mr.,Johan,TRUE,male,,,,,,,,,,,,,Married,,
Ekström,Mr.,Amandus,FALSE,male,45,3rd,S,Sweden,347061,6.1906,0,0,no,,,,,,
Elias,Mr.,Joseph jr.,FALSE,male,15,3rd,C,Lebanon,2690,7.0407,1,1,no,,,,Unmarried,,
Elias,Mr.,Dibo,FALSE,male,29,3rd,C,NA,2674,7.0406,0,0,no,,,,,,
Elias nasrallah,Mr.,Tannous,FALSE,male,22,3rd,C,Lebanon,2695,7.0407,1,1,no,,,,,,
Elliott,Mr.,Everett Edward,FALSE,male,23,engineering crew,S,England,NA,NA,NA,NA,no,Engineering Crew,,,Unmarried,,SS Minia.
Ellis,Mr.,John Bertie,FALSE,male,28,victualling crew,S,England,NA,NA,NA,NA,yes,Victualling Crew,,2*,Married,,
Ellison,Mr.,Joseph,TRUE,male,,,,,,,,,,,,,Married,,
Elsbury,Mr.,William James,FALSE,male,48,3rd,S,England,3902,7.05,0,0,no,,,,Married,,
Emanuel,Miss.,Virginia Ethel,FALSE,female,6,3rd,S,United States,364516,12.0906,0,0,yes,3rd Class Passenger,"364516
£12 9s 6d",13,,,
Enander,Mr.,Ingvar,FALSE,male,21,2nd,S,Sweden,236854,13,0,0,no,,,,Engaged,,
Endres,Miss.,Caroline Louise,FALSE,female,39,1st,C,United States,17757,247.1006,0,0,yes,Servant,,4,Unmarried,,
Ennis,Mr.,Walter,FALSE,male,34,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Ervine,Mr.,Albert George,FALSE,male,18,engineering crew,B,Northern Ireland,NA,NA,NA,NA,no,,,,Unmarried,,
Estanislau,Mr.,Manuel Gonçalves,FALSE,male,37,3rd,S,NA,3101306,7.01,0,0,no,,,,,,
Etches,Mr.,Henry Samuel,FALSE,male,43,victualling crew,B,England,NA,NA,NA,NA,yes,,,5,Married,,
Eustis,Miss.,Elizabeth Mussey,FALSE,female,54,1st,C,United States,36947,78.0504,1,0,yes,,,4,Unmarried,,
Evans,Mr.,Frank Oliver,FALSE,male,27,deck crew,S,England,NA,NA,NA,NA,yes,,,10,,,
Evans,Mr.,Alfred Frank,FALSE,male,25,deck crew,S,England,NA,NA,NA,NA,yes,Deck Crew,,15*,Married,,
Evans,Miss.,Edith Corse,FALSE,female,36,1st,C,United States,17531,31.1307,0,0,no,,,,Unmarried,,
Evans,Mr.,George Richard,FALSE,male,27,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Evans,Mr.,William Thomas,FALSE,male,33,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Everett,Mr.,Thomas James,FALSE,male,38,3rd,S,England,6212,15.02,0,0,no,,,,Married,,Cable Ship MacKay Bennett
Fahlstrøm,Mr.,Arne Joma,FALSE,male,18,2nd,S,Norway,236171,13,0,0,no,,,,,,
Fairall,Mr.,Henry Charles,FALSE,male,38,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Fardon,Mr.,Charles Richard,FALSE,male,46,3rd,S,England,3101314,7.05,0,0,no,,,,Married,,
Farenden,Mr.,Ernest John,FALSE,male,22,victualling crew,B,England,NA,NA,NA,NA,no,,,,Unmarried,,
Farley,Mr.,John,TRUE,male,,,,,,,,,,,,,Unmarried,,
Farquharson,Mr.,William Edward,FALSE,male,39,engineering crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Farrell,Mr.,James,FALSE,male,26,3rd,Q,Ireland,367232,7.15,0,0,no,,,,Unmarried,,Cable Ship MacKay Bennett
Farthing,Mr.,John,FALSE,male,49,1st,S,England,17483,221.1507,0,0,no,Servant,,,Married,,
Faulkner,Mr.,William Stephen,FALSE,male,37,victualling crew,B,England,NA,NA,NA,NA,yes,,,11,Married,,
Faunthorpe,Mr.,Harry Bartram,FALSE,male,32,2nd,S,England,2926,26,1,0,no,,,,,,Cable Ship MacKay Bennett
Fay,Mr.,Thomas Joseph,FALSE,male,30,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Fellowes,Mr.,Alfred James,FALSE,male,29,victualling crew,B,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Feltham,Mr.,George William,FALSE,male,42,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Ferrary,Mr.,Anton,TRUE,male,,,,,,,,,,,,,Married,,
Ferris,Mr.,William,TRUE,male,39,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Fey,Mr.,Carlo Giuseppe,FALSE,male,,,,,,,,,,,,,Unmarried,,
Fillbrook,Mr.,Joseph Charles,FALSE,male,18,2nd,S,England,15185,10.1,0,0,no,,,,,,
Finch,Mr.,Henry Herman,FALSE,male,19,victualling crew,S,England,NA,NA,NA,NA,no,,,,,,
Finoli,Mr.,Luigi,FALSE,male,41,3rd,S,NA,3101308,7.01,0,0,yes,3rd Class Passenger,"3101308
£7 1s",15*,Married,,
Fioravante,Sig.,Giuseppe Bertoldo,FALSE,male,23,restaurant staff,S,England,NA,NA,NA,NA,no,,,,,,
Fischer,Mr.,Eberhard Thelander,FALSE,male,18,3rd,S,Sweden,350036,7.1511,0,0,no,,,,Unmarried,,
Fitzpatrick,Mr.,Cecil William,FALSE,male,21,engineering crew,S,England,NA,NA,NA,NA,yes,Engineering Crew,,B,Unmarried,,
Fitzpatrick,Mr.,Hugh Joseph,FALSE,male,29,engineering crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Flack,Mr.,John,TRUE,male,,,,,,,,,,,,,Married,,
Flannigan,Mr.,Thomas,TRUE,male,,,,,,,,,,,,,Married,,
Flarty (Flaherty),Mr.,Edward,FALSE,male,52,engineering crew,S,England,NA,NA,NA,NA,yes,,,,Widowed,,
Fleet,Mr.,Frederick,FALSE,male,24,deck crew,B,England,NA,NA,NA,NA,yes,Deck Crew,,6,,,
Flegenheim,Mrs.,Antoinette,FALSE,female,48,1st,C,United States,17598,31.1308,0,0,yes,1st Class Passenger,"17598
£31 13s 8d",7,,,
Fleming,Miss.,Margaret,FALSE,female,42,1st,C,United States,17421,110.1708,0,0,yes,Servant,,4,Unmarried,,
Fleming,Miss.,Honor,FALSE,female,22,3rd,Q,Ireland,364859,7.15,0,0,no,,,,Unmarried,,
Fleming,Mr.,William,TRUE,male,,,,,,,,,,,,,Married,,
Fletcher,Mr.,Percy William,FALSE,male,26,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Fletcher,Mr.,Robert,TRUE,male,,,,,,,,,,,,,Married,,
Flynn,Mr.,John Irwin,FALSE,male,36,1st,S,Canada,14474,26.0509,0,0,yes,,,5,Married,,
Foley,Mr.,John,FALSE,male,46,deck crew,B,Ireland,NA,NA,NA,NA,yes,,,4,Married,,
Foley,Mr.,Wilfred Cyril,FALSE,male,22,victualling crew,S,Wales,NA,NA,NA,NA,yes,,,13,Unmarried,,
Foo,Mr.,Choong,FALSE,male,32,3rd,S,NA,1601,56.0911,0,0,yes,,,,Unmarried,,
Ford,Miss.,Robina Maggie,FALSE,female,7,3rd,S,England,6608,34.0706,2,2,no,,,,,Child,
Ford,Miss.,Dollina Margaret,FALSE,female,20,3rd,S,England,6608,34.0706,2,2,no,,,,,,
Ford,Mr.,Arthur,FALSE,male,23,3rd,S,England,1478,8.01,0,0,no,,,,Engaged,,
Ford,Mr.,Ernest,FALSE,male,33,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Ford,Mr.,Francis,FALSE,male,44,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Ford,Mr.,Thomas,FALSE,male,33,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Ford,Mr.,William Neal Thomas,FALSE,male,14,3rd,S,England,6608,34.0706,1,3,no,3rd Class Passenger,"6608
£34 7s 6d",,,Child,
Ford,Mr.,H.,FALSE,male,22,engineering crew,S,England,NA,NA,NA,NA,no,,,,,,
Ford,Mrs.,Margaret Ann Watson,FALSE,female,54,3rd,S,Scotland,6608,34.0706,1,3,no,,,,Married,,
Foreman,Mr.,Benjamin Laventall,FALSE,male,30,1st,S,United States,113051,27.15,0,0,no,,,,Unmarried,,
Fortune,Miss.,Alice Elizabeth,FALSE,female,24,1st,S,Canada,19950,263,3,2,yes,,,10,Unmarried,,
Fortune,Miss.,Ethel Flora,FALSE,female,28,1st,S,Canada,19950,263,3,2,yes,,,10,,,
Fortune,Miss.,Mabel Helen,FALSE,female,23,1st,S,Canada,19950,263,3,2,yes,,,10,,,
Fortune,Mr.,Charles Alexander,FALSE,male,19,1st,S,Canada,19950,263,3,2,no,,,,,,
Forward,Mr.,James,FALSE,male,27,deck crew,S,England,NA,NA,NA,NA,yes,Deck Crew,,16*,,,
Foster,Mr.,Alfred Charles,FALSE,male,37,engineering crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Fox,Mr.,Patrick,FALSE,male,28,3rd,Q,Ireland,368573,7.15,0,0,no,,,,Unmarried,,
Fox,Mr.,Stanley Harrington,FALSE,male,38,2nd,S,United States,229236,13,0,0,no,,,,Married,,Cable Ship MacKay Bennett
Fox,Mr.,William Thomas,FALSE,male,27,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Francatelli,Miss.,Laura Mabel,FALSE,female,31,1st,C,England,17485,56.1807,0,0,yes,"1st Class Passenger
Servant","17485
£56 18s 7d",1,Unmarried,,
Franklin,Mr.,Alan Vincent,FALSE,male,28,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Franklin,Mr.,Thomas Parnham,FALSE,male,37,1st,S,England,113778,26.11,0,0,no,,,,Unmarried,,
Fraser,Mr.,James,FALSE,male,30,engineering crew,B,Scotland,NA,NA,NA,NA,no,,,,Married,,
Frauenthal,Dr.,Henry William,FALSE,male,49,1st,S,United States,17611,133.13,2,0,yes,,,5,Married,,
Frauenthal,Mr.,Isaac Gerry,TRUE,male,,,,,,,,,,,,5,Unmarried,,
Frauenthal,Mrs.,Clara,FALSE,female,42,1st,S,United States,17611,133.13,1,0,yes,,,5,Married,,
Fredericks,Mr.,Walter Francis,FALSE,male,21,engineering crew,S,England,NA,NA,NA,NA,yes,Engineering Crew,,15,,,
Freeman,Mr.,Ernest Edward Samuel,FALSE,male,45,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Frölicher,Miss.,Hedwig Margaritha,FALSE,female,22,1st,C,Switzerland,13568,49.1,0,2,yes,,,5,Unmarried,,
Frölicher-stehli,Mr.,Maximilian Josef,FALSE,male,60,1st,C,Switzerland,13567,79.04,1,1,yes,,,5,Married,,
Frost,Mr.,Anthony Wood,FALSE,male,39,2nd,B,England,239854,NA,0,0,no,,,,Married,,
Fry,Mr.,Richard Thomas,TRUE,male,,,,,,,,,,Servant,,,Married,,
Fryer,Mr.,Albert Ernest,FALSE,male,29,engineering crew,S,England,NA,NA,NA,NA,yes,,,13,Married,,
Funk,Miss.,Annie Clemmer,FALSE,female,38,2nd,S,India,237671,13,0,0,no,,,,Unmarried,,
Futrelle,Mrs.,Lily May,FALSE,female,35,1st,S,England,113803,53.02,1,0,yes,1st Class Passenger,"113803
£53 2s",9,Married,,
Futrelle,Mr.,Jacques Heath,FALSE,male,37,1st,S,England,113803,53.02,1,0,no,,,,Married,,
Fynney,Mr.,Joseph,TRUE,male,35,,,,,,,,,2nd Class Passenger,"239865
£26",,,,SS Minia.
Gale,Mr.,Harry,FALSE,male,38,2nd,S,England,28664,21,1,0,no,,,,Unmarried,,
Gale,Mr.,Shadrach,FALSE,male,33,2nd,S,England,28664,21,1,0,no,,,,,,
Gallagher,Mr.,Martin,FALSE,male,29,3rd,Q,Ireland,36864,7.141,0,0,no,,,,,,
Gamble,Mr.,William,TRUE,male,,,,,,,,,,,,,Unmarried,,
Garfirth,Mr.,John,FALSE,male,23,3rd,S,England,358585,14.1,0,0,no,,,,Unmarried,,
Garside,Miss.,Ethel,FALSE,female,39,2nd,S,England,243880,13,0,0,yes,,,,,,
Gaskell,Mr.,William Alfred,FALSE,male,19,2nd,S,England,239865,26,0,0,no,,,,,,
Gass,Mr.,David,TRUE,male,,,,,,,,,,,,,Married,,
Gatti,Mr.,Gaspare Antonio Pietro,TRUE,male,37,,,,,,,,,Restaurant Staff,,,Married,,SS Minia.
Gavey,Mr.,Laurence,FALSE,male,26,2nd,S,Channel Islands,31028,10.1,0,0,no,,,,,,
Geddes,Mr.,Richard Charles,FALSE,male,32,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Gee,Mr.,Arthur,TRUE,male,,,,,,,,,,,,,Married,,Cable Ship MacKay Bennett
Geer,Mr.,Alfred Emest,FALSE,male,26,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
George/joseph,Mrs.,Shawneene,FALSE,female,38,3rd,C,United States,2688,7.0407,0,0,yes,,,,,,
Gerios thamah,Mr.,Assaf,FALSE,male,21,3rd,C,Lebanon,2692,7.0406,0,0,no,,,,,,
Gheorgheff,Mr.,Stanio,FALSE,male,NA,3rd,C,Bulgaria,349254,7.1711,0,0,no,,,,,,
Gibbons,Mr.,Jacob William,FALSE,male,36,victualling crew,S,England,NA,NA,NA,NA,yes,,,11,Married,,
Gibson,Miss.,Dorothy Winifred,FALSE,female,22,1st,C,United States,112378,59.08,0,1,yes,1st Class Passenger,"112378
£59 8s",7,Unmarried,,
Gibson,Mrs.,Pauline Caroline,FALSE,female,45,1st,C,United States,112378,59.08,0,1,yes,1st Class Passenger,"112378
£59 8s",7,Married,,
Gieger,Miss.,Amalie Henriette,TRUE,female,,,,,,,,,,Servant,,4,Unmarried,,
Giglio,Mr.,Victor Gaitan Andrea,FALSE,male,23,1st,C,NA,17593,79.04,0,0,no,Servant,,,Unmarried,,
Gilardino,Mr.,Vincenzo Pio,TRUE,male,,,,,,,,,,,,,Unmarried,,
Gilbert,Mr.,William,FALSE,male,47,2nd,S,England,30769,10.1,0,0,no,,,,Unmarried,,
Giles,Mr.,Edgar,FALSE,male,19,2nd,S,England,28133,11.1,1,0,no,,,,Unmarried,,
Giles,Mr.,Frederick Edward,FALSE,male,21,2nd,S,England,28134,11.1,1,0,no,,,,Unmarried,,
Giles,Mr.,John Robert,FALSE,male,32,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Giles,Mr.,Ralph,FALSE,male,24,2nd,S,England,248726,13.1,0,0,no,,,,,,Cable Ship MacKay Bennett
Gilinski,Mr.,Eliezer,FALSE,male,23,3rd,S,Wales,14973,8.01,0,0,no,,,,,,Cable Ship MacKay Bennett
Gill,Mr.,John,FALSE,male,24,2nd,S,England,233866,13,0,0,no,,,,Married,,Cable Ship MacKay Bennett
Gill,Mr.,Patrick,FALSE,male,38,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Gillespie,Mr.,William Henry,FALSE,male,31,2nd,S,Ireland,12233,13,0,0,no,,,,Unmarried,,
Gilnagh,Miss.,Kate,TRUE,female,,,,,,,,,,,,,Unmarried,,
Givard,Mr.,Hans Kristensen,FALSE,male,30,2nd,S,Argentina,250646,13,0,0,no,,,,Unmarried,,Cable Ship MacKay Bennett
Glynn,Miss.,Mary Agatha,FALSE,female,18,3rd,Q,Ireland,335677,7.15,0,0,yes,,,13,Unmarried,,
Godley,Mr.,George Auguste,FALSE,male,61,engineering crew,S,England,NA,NA,NA,NA,yes,,,,Unmarried,,
Godwin,Mr.,Frederick Charles,FALSE,male,36,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Gold,Mrs.,Jane Kate Coulson,FALSE,female,45,victualling crew,S,England,NA,NA,NA,NA,yes,,,11,Married,,
